-63.81054286,74.87444371,0
-63.81054286,74.87444371,0
-64.04285129,74.87586838,0
-64.04285129,74.87586838,0
-64.98159266,74.83091418,0
-64.98159266,74.83091418,0
-65.49061755,74.77517326,0
-65.49061755,74.77517326,0
-66.01430772,74.69666103,0
-66.01430772,74.69666103,0
-67.11077142,74.46779942,0
-67.11077142,74.46779942,0
-69.97561299,73.50433565,0
-69.97561299,73.50433565,0
-70.42965122,73.30725737,0
-70.42965122,73.30725737,0
-72.80342408,72.0931351,0
-72.80342408,72.0931351,0
-73.38878186,71.74750838,0
-73.38878186,71.74750838,0
-75.64600358,70.24674862,0
-75.64600358,70.24674862,0
-75.9840562,69.99906178,0
-75.9840562,69.99906178,0
-77.93632164,68.45086078,0
-77.93632164,68.45086078,0
-78.19240045,68.23274084,0
-78.19240045,68.23274084,0
-78.31018698,68.13122968,0
-78.31018698,68.13122968,0
-78.42810523,68.02885549,0
-78.42810523,68.02885549,0
-78.54614856,67.92562006,0
-78.54614856,67.92562006,0
-78.66431038,67.82152522,0
-78.66431038,67.82152522,0
-79.26690441,67.27884701,0
-79.26690441,67.27884701,0
-79.75009176,66.82930844,0
-79.75009176,66.82930844,0
-82.09524397,64.46065806,0
-82.09524397,64.46065806,0
-82.893671,63.58127233,0
-82.893671,63.58127233,0
-86.62782462,58.93974886,0
-86.62782462,58.93974886,0
-87.46776991,57.76755072,0
-87.46776991,57.76755072,0
-92.60356462,49.40775111,0
-92.60356462,49.40775111,0
-93.30237328,48.08763024,0
-93.30237328,48.08763024,0
-96.51923226,41.25254293,0
-96.51923226,41.25254293,0
-97.09782486,39.85643709,0
-97.09782486,39.85643709,0
-98.69649687,35.61192332,0
-98.69649687,35.61192332,0
-99.11043926,34.39318937,0
-99.11043926,34.39318937,0
-100.5344498,29.60886933,0
-100.5344498,29.60886933,0
-100.8489933,28.37137731,0
-100.8489933,28.37137731,0
-101.943595,22.99815538,0
-101.943595,22.99815538,0
-102.3060561,20.40588234,0
-102.3060561,20.40588234,0
-102.6962214,14.42374625,0
-102.6962214,14.42374625,0
-102.6946281,13.22331774,0
-102.6946281,13.22331774,0
-102.2054337,6.951928166,0
-102.2054337,6.951928166,0
-101.9823516,5.583448692,0
-101.9823516,5.583448692,0
-101.0887042,1.690827682,0
-101.0887042,1.690827682,0
-100.9882158,1.341322332,0
-100.9882158,1.341322332,0
-96.95835025,-7.57941508,0
-96.95835025,-7.57941508,0
-95.8140885,-9.198452913,0
-95.8140885,-9.198452913,0
-92.52261508,-12.70135298,0
-92.52261508,-12.70135298,0
-91.49571755,-13.51322414,0
-91.49571755,-13.51322414,0
-86.26956821,-15.89467965,0
-86.26956821,-15.89467965,0
-85.1011506,-16.01651964,0
-85.1011506,-16.01651964,0
-81.43293993,-15.10947319,0
-81.43293993,-15.10947319,0
-79.95863238,-13.94201147,0
-79.95863238,-13.94201147,0
-76.8002124,-7.853362478,0
-76.8002124,-7.853362478,0
-76.60021461,-7.148267176,0
-76.60021461,-7.148267176,0
-75.51957812,-2.103341688,0
-75.51957812,-2.103341688,0
-75.39349357,-1.364835687,0
-75.39349357,-1.364835687,0
-74.38699464,5.294189852,0
-74.38699464,5.294189852,0
-74.17127764,6.773919139,0
-74.17127764,6.773919139,0
-72.86171543,14.94325093,0
-72.86171543,14.94325093,0
-72.30072886,17.93203065,0
-72.30072886,17.93203065,0
-70.55478101,25.75606739,0
-70.55478101,25.75606739,0
-70.09485514,27.54371594,0
-70.09485514,27.54371594,0
-68.12757466,34.35881491,0
-68.12757466,34.35881491,0
-67.85311346,35.22703982,0
-67.85311346,35.22703982,0
-65.99649701,40.73582234,0
-65.99649701,40.73582234,0
-65.64764931,41.71451736,0
-65.64764931,41.71451736,0
-63.74612529,46.84639329,0
-63.74612529,46.84639329,0
-63.53906007,47.39065833,0
-63.53906007,47.39065833,0
-61.83487053,51.83634057,0
-61.83487053,51.83634057,0
-61.51757681,52.66779917,0
-61.51757681,52.66779917,0
-59.94222366,56.92714821,0
-59.94222366,56.92714821,0
-59.79267843,57.35207058,0
-59.79267843,57.35207058,0
-58.6480175,60.87360359,0
-58.6480175,60.87360359,0
-58.33828833,61.97144341,0
-58.33828833,61.97144341,0
-57.78334563,64.34086236,0
-57.78334563,64.34086236,0
-57.5382719,65.84438416,0
-57.5382719,65.84438416,0
-57.40372442,68.40701327,0
-57.40372442,68.40701327,0
-57.41566355,68.653139,0
-57.41566355,68.653139,0
-57.8333489,70.92698244,0
-57.8333489,70.92698244,0
-58.04953401,71.48288723,0
-58.04953401,71.48288723,0
-58.32988036,72.03620786,0
-58.32988036,72.03620786,0
-58.68143434,72.57270872,0
-58.68143434,72.57270872,0
-59.61382976,73.53794484,0
-59.61382976,73.53794484,0
-60.15598101,73.91750561,0
-60.15598101,73.91750561,0
-61.54006875,74.53463124,0
-61.54006875,74.53463124,0
-61.97500036,74.65301842,0
-61.97500036,74.65301842,0
-62.64905251,74.78196772,0
-62.64905251,74.78196772,0
-62.88142483,74.81273178,0
-62.88142483,74.81273178,0
-63.81347401,74.87449465,0
-63.81347401,74.87449465,0
-64.28739679,74.87179674,0
-64.28739679,74.87179674,0
-66.36553978,74.63257868,0
-66.36553978,74.63257868,0
-67.09172606,74.47248275,0
-67.09172606,74.47248275,0
-67.81421415,74.27813275,0
-67.81421415,74.27813275,0
-67.878134,74.25931861,0
-67.878134,74.25931861,0
